dep;sexe;jour;hosp;rea;rad;dc;hosp_h;rea_h;rad_h;dc_h;hosp_f;rea_f;rad_f;dc_f
93;0;21/03/2020;220;66;37;20;129;37;20;10;87;25;17;9
94;0;21/03/2020;268;67;79;13;155;49;41;9;109;17;38;4
95;0;21/03/2020;238;56;70;14;149;43;38;11;88;13;32;3
971;0;21/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
972;0;21/03/2020;19;5;0;1;10;3;0;0;9;2;0;1
973;0;21/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
974;0;21/03/2020;2;2;0;0;2;2;0;0;0;0;0;0
976;0;21/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
1;0;22/03/2020;8;1;2;0;4;1;1;0;4;0;1;0
2;0;22/03/2020;69;21;55;28;35;9;23;20;34;12;32;8
3;0;22/03/2020;5;0;10;0;3;0;4;0;2;0;6;0
4;0;22/03/2020;4;1;3;0;3;1;1;0;1;0;2;0
5;0;22/03/2020;14;1;11;0;5;0;8;0;9;1;3;0
6;0;22/03/2020;45;8;63;7;26;7;26;3;17;0;36;4
7;0;22/03/2020;22;3;3;1;11;2;0;1;6;0;3;0
8;0;22/03/2020;4;1;1;0;3;0;1;0;1;1;0;0
9;0;22/03/2020;2;1;3;0;1;0;2;0;1;1;1;0
10;0;22/03/2020;21;4;0;0;14;3;0;0;7;1;0;0
11;0;22/03/2020;27;9;13;9;22;7;3;6;5;2;10;3
12;0;22/03/2020;13;2;4;1;4;1;2;1;9;1;2;0
13;0;22/03/2020;247;41;133;4;107;25;72;2;112;16;60;2
14;0;22/03/2020;11;4;3;1;7;3;2;1;4;1;1;0
15;0;22/03/2020;5;1;0;0;3;1;0;0;2;0;0;0
16;0;22/03/2020;5;3;2;1;2;1;1;1;2;1;1;0
17;0;22/03/2020;12;4;5;0;9;4;4;0;3;0;1;0
18;0;22/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
19;0;22/03/2020;4;0;0;1;4;0;0;1;0;0;0;0
21;0;22/03/2020;101;31;73;4;49;21;25;2;51;10;46;2
22;0;22/03/2020;7;1;3;1;2;0;1;1;4;0;2;0
23;0;22/03/2020;1;0;0;0;1;0;0;0;0;0;0;0
24;0;22/03/2020;6;3;2;0;3;3;1;0;3;0;1;0
25;0;22/03/2020;63;21;20;8;37;18;9;6;26;3;11;2
26;0;22/03/2020;46;11;3;4;25;7;1;2;21;4;2;2
27;0;22/03/2020;12;4;0;0;7;1;0;0;5;3;0;0
28;0;22/03/2020;15;2;2;1;8;1;0;1;7;1;2;0
29;0;22/03/2020;19;2;9;2;9;2;3;2;8;0;6;0
2A;0;22/03/2020;58;13;13;6;35;10;7;2;23;3;6;4
2B;0;22/03/2020;6;0;23;0;3;0;11;0;3;0;12;0
30;0;22/03/2020;13;1;10;2;9;1;5;2;4;0;5;0
31;0;22/03/2020;55;16;23;2;45;15;11;1;10;1;12;1
32;0;22/03/2020;4;3;0;0;4;3;0;0;0;0;0;0
33;0;22/03/2020;54;23;13;2;35;15;7;1;19;8;6;1
34;0;22/03/2020;66;22;38;4;33;12;19;1;33;10;19;3
35;0;22/03/2020;27;13;18;1;21;11;8;1;6;2;10;0
36;0;22/03/2020;5;2;0;0;4;2;0;0;1;0;0;0
37;0;22/03/2020;13;5;1;1;8;4;0;1;5;1;1;0
38;0;22/03/2020;36;2;14;1;17;1;8;1;19;1;6;0
39;0;22/03/2020;8;1;2;0;4;0;2;0;4;1;0;0
40;0;22/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
41;0;22/03/2020;4;0;0;0;1;0;0;0;3;0;0;0
42;0;22/03/2020;98;23;16;8;68;20;9;5;30;3;7;3
43;0;22/03/2020;5;2;7;0;3;2;2;0;2;0;5;0
44;0;22/03/2020;50;12;14;2;32;9;8;1;18;3;6;1
45;0;22/03/2020;37;12;7;1;19;9;3;0;18;3;4;1
46;0;22/03/2020;1;0;5;0;1;0;3;0;0;0;2;0
47;0;22/03/2020;15;2;1;0;9;2;1;0;6;0;0;0
48;0;22/03/2020;2;0;1;0;2;0;0;0;0;0;1;0
49;0;22/03/2020;22;6;40;2;12;3;24;2;10;3;16;0
50;0;22/03/2020;19;5;3;0;9;2;1;0;10;3;2;0
51;0;22/03/2020;92;19;27;3;56;13;11;2;36;6;16;1
52;0;22/03/2020;13;2;5;4;4;1;1;2;9;1;4;2
53;0;22/03/2020;9;2;3;0;7;2;1;0;2;0;2;0
54;0;22/03/2020;105;57;12;16;62;39;5;8;42;18;6;7
55;0;22/03/2020;60;6;7;1;29;3;3;0;31;3;4;1
56;0;22/03/2020;77;15;29;13;47;12;12;8;30;3;17;5
57;0;22/03/2020;332;72;51;32;179;57;26;11;151;15;24;21
58;0;22/03/2020;1;1;0;0;1;1;0;0;0;0;0;0
59;0;22/03/2020;96;43;20;11;58;33;12;6;38;10;8;5
60;0;22/03/2020;147;28;47;19;81;19;25;13;66;9;22;6
61;0;22/03/2020;4;1;3;0;2;1;1;0;2;0;2;0
62;0;22/03/2020;49;20;30;1;35;18;18;0;14;2;12;1
63;0;22/03/2020;4;2;11;0;2;2;7;0;2;0;4;0
64;0;22/03/2020;15;1;2;1;8;1;0;1;7;0;2;0
65;0;22/03/2020;6;1;1;0;3;1;1;0;1;0;0;0
66;0;22/03/2020;60;20;4;5;27;14;2;1;33;6;2;4
67;0;22/03/2020;463;110;51;38;254;83;23;19;184;26;28;18
68;0;22/03/2020;538;90;221;136;297;67;118;74;233;23;102;61
69;0;22/03/2020;326;48;80;26;126;19;18;10;95;9;29;9
70;0;22/03/2020;26;6;5;0;14;2;1;0;12;4;4;0
71;0;22/03/2020;65;6;36;12;27;4;14;7;38;2;22;5
72;0;22/03/2020;11;0;6;0;3;0;2;0;8;0;4;0
73;0;22/03/2020;22;2;8;0;10;2;3;0;12;0;5;0
74;0;22/03/2020;64;11;58;7;28;6;35;3;17;0;20;4
75;0;22/03/2020;728;195;145;40;447;142;78;30;274;53;65;10
76;0;22/03/2020;72;11;6;7;44;8;4;6;27;3;2;1
77;0;22/03/2020;127;41;23;3;88;32;11;2;39;9;12;1
78;0;22/03/2020;206;43;34;14;115;29;17;7;88;14;17;6
79;0;22/03/2020;8;1;11;1;4;1;6;0;4;0;5;1
80;0;22/03/2020;124;39;21;8;69;24;10;3;52;15;11;5
81;0;22/03/2020;10;2;4;1;2;0;3;1;8;2;1;0
82;0;22/03/2020;3;1;0;1;2;1;0;1;1;0;0;0
83;0;22/03/2020;56;22;106;2;36;16;48;1;20;6;58;1
84;0;22/03/2020;22;5;11;1;9;2;7;0;13;3;4;1
85;0;22/03/2020;7;5;8;0;6;4;3;0;1;1;5;0
86;0;22/03/2020;13;1;1;1;3;0;0;0;10;1;1;1
87;0;22/03/2020;13;2;2;1;8;1;0;0;5;1;2;1
88;0;22/03/2020;62;9;16;22;31;6;7;13;29;1;9;8
89;0;22/03/2020;13;3;1;2;8;2;1;1;5;1;0;1
90;0;22/03/2020;68;14;28;14;39;11;16;4;29;3;12;10
91;0;22/03/2020;196;47;12;4;119;31;7;3;76;16;5;1
92;0;22/03/2020;378;95;87;21;223;73;40;16;151;22;46;5
93;0;22/03/2020;263;75;41;23;154;42;21;12;105;29;20;10
94;0;22/03/2020;306;78;90;17;172;52;47;11;129;25;43;6
95;0;22/03/2020;281;66;81;18;172;50;47;12;108;16;34;6
971;0;22/03/2020;6;6;0;0;5;5;0;0;1;1;0;0
972;0;22/03/2020;19;5;0;1;10;3;0;0;9;2;0;1
973;0;22/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
974;0;22/03/2020;2;2;0;0;2;2;0;0;0;0;0;0
976;0;22/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
1;0;23/03/2020;17;3;7;0;12;3;5;0;5;0;2;0
2;0;23/03/2020;91;23;62;30;48;12;26;21;42;11;36;9
3;0;23/03/2020;9;0;16;1;2;0;6;0;7;0;10;1
4;0;23/03/2020;4;1;3;0;3;1;1;0;1;0;2;0
5;0;23/03/2020;19;3;13;0;5;1;9;0;14;2;4;0
6;0;23/03/2020;66;13;63;8;40;12;26;3;24;0;36;5
7;0;23/03/2020;29;3;3;2;12;2;0;2;11;0;3;0
8;0;23/03/2020;6;3;1;0;3;0;1;0;3;3;0;0
9;0;23/03/2020;3;3;3;0;2;2;2;0;1;1;1;0
10;0;23/03/2020;33;4;0;2;23;3;0;2;10;1;0;0
11;0;23/03/2020;36;13;13;10;29;11;3;7;7;2;10;3
12;0;23/03/2020;14;2;4;1;5;1;2;1;9;1;2;0
13;0;23/03/2020;311;64;168;4;141;42;93;2;143;22;73;2
14;0;23/03/2020;26;6;5;1;15;5;3;1;11;1;2;0
15;0;23/03/2020;5;2;0;0;3;1;0;0;2;1;0;0
16;0;23/03/2020;6;4;2;1;3;2;1;1;2;1;1;0
17;0;23/03/2020;13;6;6;0;9;6;5;0;4;0;1;0
18;0;23/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
19;0;23/03/2020;6;1;0;2;3;0;0;2;0;0;0;0
21;0;23/03/2020;113;34;84;13;56;24;29;7;57;10;53;6
22;0;23/03/2020;9;1;3;1;2;0;1;1;6;0;2;0
23;0;23/03/2020;2;0;0;0;2;0;0;0;0;0;0;0
24;0;23/03/2020;20;3;11;0;7;3;5;0;13;0;6;0
25;0;23/03/2020;65;22;25;10;39;18;11;7;26;4;14;3
26;0;23/03/2020;58;16;5;7;35;12;2;3;23;4;3;4
27;0;23/03/2020;15;4;0;0;8;1;0;0;7;3;0;0
28;0;23/03/2020;34;10;2;2;17;5;0;2;14;4;2;0
29;0;23/03/2020;22;1;9;4;11;1;3;3;9;0;6;1
2A;0;23/03/2020;59;9;14;7;30;5;7;3;29;4;7;4
2B;0;23/03/2020;6;0;31;0;3;0;15;0;3;0;16;0
30;0;23/03/2020;15;5;11;2;10;4;6;2;5;1;5;0
31;0;23/03/2020;71;19;26;2;53;16;11;1;18;3;15;1
32;0;23/03/2020;5;3;0;0;4;3;0;0;1;0;0;0
33;0;23/03/2020;68;24;19;3;46;17;9;1;22;7;10;2
34;0;23/03/2020;82;29;42;9;42;17;23;2;39;12;19;7
35;0;23/03/2020;34;14;20;1;24;12;10;1;10;2;10;0
36;0;23/03/2020;16;5;0;2;7;3;0;1;9;2;0;1
37;0;23/03/2020;18;6;1;2;11;5;0;2;7;1;1;0
38;0;23/03/2020;51;7;19;3;27;5;12;2;24;2;7;1
39;0;23/03/2020;10;1;2;0;4;0;2;0;6;1;0;0
40;0;23/03/2020;4;0;0;0;2;0;0;0;2;0;0;0
41;0;23/03/2020;6;1;1;0;3;1;1;0;3;0;0;0
42;0;23/03/2020;123;25;20;10;86;21;12;6;37;4;8;4
43;0;23/03/2020;7;3;7;0;4;3;2;0;3;0;5;0
44;0;23/03/2020;57;15;14;3;33;9;8;2;24;6;6;1
45;0;23/03/2020;43;16;11;2;21;13;6;1;22;3;5;1
46;0;23/03/2020;2;0;4;0;2;0;2;0;0;0;2;0
47;0;23/03/2020;18;4;1;1;10;2;1;0;8;2;0;1
48;0;23/03/2020;4;0;1;0;4;0;0;0;0;0;1;0
49;0;23/03/2020;46;10;43;4;22;4;24;4;24;6;19;0
50;0;23/03/2020;20;7;4;0;9;4;2;0;11;3;2;0
51;0;23/03/2020;117;28;39;8;72;22;16;6;45;6;23;2
52;0;23/03/2020;13;3;6;4;5;2;1;2;8;1;5;2
53;0;23/03/2020;14;2;3;1;10;2;1;1;4;0;2;0
54;0;23/03/2020;121;55;16;19;69;35;7;11;51;20;8;8
55;0;23/03/2020;86;7;16;2;39;3;6;1;46;4;10;1
56;0;23/03/2020;67;14;36;17;42;11;16;10;25;3;20;7
57;0;23/03/2020;391;83;58;53;202;61;29;25;184;22;28;28
58;0;23/03/2020;3;2;0;0;2;2;0;0;1;0;0;0
59;0;23/03/2020;145;68;30;15;90;51;19;8;55;17;11;7
60;0;23/03/2020;174;31;54;29;93;20;29;20;80;11;25;9
61;0;23/03/2020;6;2;7;0;4;2;3;0;2;0;4;0
62;0;23/03/2020;65;28;33;3;44;23;19;1;21;5;14;2
63;0;23/03/2020;7;3;11;0;4;2;7;0;3;1;4;0
64;0;23/03/2020;19;1;5;1;9;1;2;1;10;0;3;0
65;0;23/03/2020;7;1;2;0;5;1;1;0;2;0;1;0
66;0;23/03/2020;83;22;6;6;38;16;4;2;45;6;2;4
67;0;23/03/2020;545;139;77;50;308;104;35;29;211;34;42;19
68;0;23/03/2020;634;100;233;157;363;78;120;88;257;20;112;68
69;0;23/03/2020;429;71;90;34;171;35;24;13;163;17;33;14
70;0;23/03/2020;26;6;5;0;14;2;1;0;12;4;4;0
71;0;23/03/2020;84;7;50;13;41;5;20;7;43;2;30;6
72;0;23/03/2020;20;2;6;1;10;2;2;0;10;0;4;1
73;0;23/03/2020;26;4;13;1;14;4;5;1;12;0;8;0
74;0;23/03/2020;92;20;63;12;38;8;36;6;25;2;22;5
75;0;23/03/2020;925;223;198;59;565;158;109;42;348;65;86;17
76;0;23/03/2020;81;14;8;8;48;9;5;7;32;5;3;1
77;0;23/03/2020;161;54;40;3;111;40;20;2;49;13;20;1
78;0;23/03/2020;226;49;41;17;129;35;24;9;94;14;17;8
79;0;23/03/2020;8;1;12;1;4;1;6;0;4;0;6;1
80;0;23/03/2020;137;37;22;9;77;22;10;4;57;15;12;5
81;0;23/03/2020;7;3;4;1;1;0;3;1;6;3;1;0
82;0;23/03/2020;2;1;1;1;2;1;0;1;0;0;1;0
83;0;23/03/2020;56;23;114;5;38;18;51;2;18;5;63;3
84;0;23/03/2020;25;8;16;3;14;4;8;2;11;4;8;1
85;0;23/03/2020;10;6;8;0;6;4;3;0;3;1;5;0
86;0;23/03/2020;15;1;1;3;5;0;0;0;10;1;1;3
87;0;23/03/2020;17;2;2;1;10;1;0;0;7;1;2;1
88;0;23/03/2020;65;10;24;32;37;7;11;17;27;2;13;14
89;0;23/03/2020;16;7;1;2;9;5;1;1;7;2;0;1
90;0;23/03/2020;94;20;31;24;49;14;19;13;45;6;12;11
91;0;23/03/2020;253;66;18;4;155;46;9;3;97;20;9;1
92;0;23/03/2020;496;126;112;28;303;93;54;20;187;33;57;8
93;0;23/03/2020;333;85;55;28;194;55;31;14;134;26;24;13
94;0;23/03/2020;384;103;108;24;210;73;61;14;169;29;47;10
95;0;23/03/2020;364;81;93;30;219;65;55;20;144;16;38;10
971;0;23/03/2020;6;6;0;0;5;5;0;0;1;1;0;0
972;0;23/03/2020;19;5;0;1;10;3;0;0;9;2;0;1
973;0;23/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
974;0;23/03/2020;2;2;0;0;2;2;0;0;0;0;0;0
976;0;23/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
1;0;24/03/2020;22;3;11;0;17;3;6;0;5;0;5;0
2;0;24/03/2020;107;27;85;33;57;13;33;24;50;14;52;9
3;0;24/03/2020;9;0;16;1;3;0;6;0;6;0;10;1
4;0;24/03/2020;4;1;3;0;3;1;1;0;1;0;2;0
5;0;24/03/2020;19;4;16;1;9;1;8;0;10;3;8;1
6;0;24/03/2020;55;12;86;8;35;11;34;3;19;0;50;5
7;0;24/03/2020;37;4;1;3;17;2;0;3;13;1;0;0
8;0;24/03/2020;5;3;2;0;2;0;2;0;3;3;0;0
9;0;24/03/2020;3;3;3;0;2;2;2;0;1;1;1;0
10;0;24/03/2020;36;4;0;2;25;3;0;2;11;1;0;0
11;0;24/03/2020;33;11;13;12;25;10;3;9;8;1;10;3
12;0;24/03/2020;19;3;5;1;9;2;2;1;10;1;3;0
13;0;24/03/2020;369;82;197;7;179;57;103;4;161;25;92;3
14;0;24/03/2020;29;10;7;1;18;9;4;1;11;1;3;0
15;0;24/03/2020;7;3;0;0;4;1;0;0;3;2;0;0
16;0;24/03/2020;13;4;2;2;7;2;1;2;5;1;1;0
17;0;24/03/2020;26;6;6;0;17;6;5;0;9;0;1;0
18;0;24/03/2020;2;2;1;0;0;0;1;0;2;2;0;0
19;0;24/03/2020;12;3;0;3;9;2;0;3;3;1;0;0
21;0;24/03/2020;114;34;106;22;62;24;37;12;52;10;67;10
22;0;24/03/2020;11;2;3;1;3;0;1;1;7;1;2;0
23;0;24/03/2020;2;0;0;0;2;0;0;0;0;0;0;0
24;0;24/03/2020;24;4;15;0;7;4;7;0;17;0;8;0
25;0;24/03/2020;80;26;30;11;48;22;14;7;32;4;16;4
26;0;24/03/2020;67;21;10;9;41;16;4;3;26;5;6;6
27;0;24/03/2020;15;4;0;0;8;1;0;0;7;3;0;0
28;0;24/03/2020;41;12;3;3;23;6;1;2;16;5;2;0
29;0;24/03/2020;22;1;14;5;11;1;5;4;10;0;9;1
2A;0;24/03/2020;63;9;18;7;29;5;10;3;34;4;8;4
2B;0;24/03/2020;7;0;33;0;3;0;16;0;4;0;17;0
30;0;24/03/2020;14;8;14;4;11;7;8;3;3;1;6;1
31;0;24/03/2020;89;28;38;3;62;21;17;2;27;7;21;1
32;0;24/03/2020;8;3;0;0;7;3;0;0;1;0;0;0
33;0;24/03/2020;99;41;27;3;64;28;11;1;35;13;16;2
34;0;24/03/2020;99;34;49;10;51;22;24;3;47;12;25;7
35;0;24/03/2020;33;13;26;2;24;11;13;2;9;2;13;0
36;0;24/03/2020;19;7;0;2;8;4;0;1;11;3;0;1
37;0;24/03/2020;22;6;4;2;14;5;1;2;8;1;3;0
38;0;24/03/2020;59;7;31;3;33;5;16;2;26;2;15;1
39;0;24/03/2020;24;2;4;0;14;1;3;0;10;1;1;0
40;0;24/03/2020;4;0;0;0;2;0;0;0;2;0;0;0
41;0;24/03/2020;10;1;6;0;7;1;4;0;3;0;2;0
42;0;24/03/2020;160;29;26;13;113;25;13;8;47;4;13;5
43;0;24/03/2020;8;3;8;0;4;3;3;0;4;0;5;0
44;0;24/03/2020;77;17;23;6;45;11;14;4;32;6;9;2
45;0;24/03/2020;43;16;10;2;21;13;6;1;22;3;4;1
46;0;24/03/2020;2;0;4;0;2;0;2;0;0;0;2;0
47;0;24/03/2020;16;2;2;1;9;1;1;1;7;1;1;0
48;0;24/03/2020;7;2;2;0;6;2;1;0;1;0;1;0
49;0;24/03/2020;58;15;48;5;29;8;27;4;29;7;21;1
50;0;24/03/2020;20;6;4;2;11;5;2;0;9;1;2;2
51;0;24/03/2020;145;33;52;10;87;26;22;8;58;7;30;2
52;0;24/03/2020;24;6;11;5;12;3;3;3;12;3;8;2
53;0;24/03/2020;14;2;3;1;10;2;1;1;4;0;2;0
54;0;24/03/2020;161;79;25;24;90;50;10;14;71;29;14;10
55;0;24/03/2020;96;7;20;9;45;3;6;7;50;4;14;2
56;0;24/03/2020;67;14;43;17;41;12;19;10;26;2;24;7
57;0;24/03/2020;525;101;80;65;275;76;38;33;240;24;40;32
58;0;24/03/2020;3;2;0;0;2;2;0;0;1;0;0;0
59;0;24/03/2020;183;76;32;19;110;57;21;12;73;19;11;7
60;0;24/03/2020;189;35;71;38;99;23;42;25;90;12;29;13
61;0;24/03/2020;8;2;10;0;6;2;5;0;2;0;5;0
62;0;24/03/2020;85;34;34;6;49;26;19;4;36;8;15;2
63;0;24/03/2020;15;4;11;0;8;3;7;0;7;1;4;0
64;0;24/03/2020;23;5;7;1;9;4;4;1;14;1;3;0
65;0;24/03/2020;6;1;3;0;5;1;1;0;1;0;2;0
66;0;24/03/2020;91;28;12;7;41;20;7;3;50;8;5;4
67;0;24/03/2020;621;163;120;69;361;124;57;43;257;39;63;25
68;0;24/03/2020;713;97;273;187;399;74;146;109;309;22;126;76
69;0;24/03/2020;476;87;111;42;209;46;36;18;205;21;43;17
70;0;24/03/2020;37;13;8;3;20;7;3;3;17;6;5;0
71;0;24/03/2020;92;14;98;20;46;9;33;11;45;5;65;9
72;0;24/03/2020;23;3;12;1;16;3;4;0;7;0;8;1
73;0;24/03/2020;28;4;16;1;15;4;6;1;13;0;10;0
74;0;24/03/2020;93;25;73;14;60;18;42;7;31;6;31;7
75;0;24/03/2020;1076;284;232;80;668;201;130;60;396;83;99;20
76;0;24/03/2020;98;18;11;12;61;12;5;9;37;6;6;3
77;0;24/03/2020;168;66;57;11;110;45;28;9;57;20;29;2
78;0;24/03/2020;295;72;59;25;171;50;36;15;119;21;23;10
79;0;24/03/2020;9;1;12;1;4;1;6;0;5;0;6;1
80;0;24/03/2020;147;36;28;13;89;23;13;6;56;13;14;7
81;0;24/03/2020;8;3;4;1;2;0;3;1;6;3;1;0
82;0;24/03/2020;3;1;2;1;3;1;0;1;0;0;2;0
83;0;24/03/2020;72;26;117;7;46;20;56;2;26;6;61;5
84;0;24/03/2020;26;8;16;3;15;4;8;2;11;4;8;1
85;0;24/03/2020;15;6;7;0;10;5;2;0;5;1;5;0
86;0;24/03/2020;17;0;5;3;5;0;2;0;12;0;3;3
87;0;24/03/2020;18;3;2;2;10;2;0;1;8;1;2;1
88;0;24/03/2020;76;11;36;36;47;8;17;17;28;2;19;18
89;0;24/03/2020;18;8;1;2;9;5;1;1;9;3;0;1
90;0;24/03/2020;109;22;38;27;62;16;24;14;47;6;14;13
91;0;24/03/2020;294;70;37;8;175;50;18;7;118;20;19;1
92;0;24/03/2020;616;159;150;33;380;116;73;23;227;42;76;10
93;0;24/03/2020;390;100;71;38;235;63;38;19;150;34;33;17
94;0;24/03/2020;467;125;120;27;261;85;67;16;198;39;53;11
95;0;24/03/2020;377;97;128;40;236;79;73;27;141;18;55;13
971;0;24/03/2020;6;6;0;0;5;5;0;0;1;1;0;0
972;0;24/03/2020;13;5;11;1;9;4;5;0;4;1;6;1
973;0;24/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
974;0;24/03/2020;3;3;0;0;3;3;0;0;0;0;0;0
976;0;24/03/2020;0;0;0;0;0;0;0;0;0;0;0;0
1;0;25/03/2020;29;6;15;0;20;5;9;0;9;1;6;0
2;0;25/03/2020;115;32;92;34;62;18;38;25;53;14;54;9
3;0;25/03/2020;12;0;20;1;3;0;8;0;9;0;12;1
4;0;25/03/2020;8;1;16;0;5;1;6;0;3;0;10;0
5;0;25/03/2020;23;4;19;1;12;1;10;0;11;3;9;1
6;0;25/03/2020;75;17;93;9;46;15;39;3;27;1;52;6
7;0;25/03/2020;48;5;34;4;21;3;12;3;14;1;21;1
8;0;25/03/2020;5;3;2;0;2;0;2;0;3;3;0;0
9;0;25/03/2020;7;3;4;0;6;2;2;0;1;1;2;0
10;0;25/03/2020;44;9;3;6;33;8;3;5;11;1;0;1
11;0;25/03/2020;37;12;17;15;28;11;6;12;9;1;11;3
12;0;25/03/2020;17;4;10;1;8;3;5;1;9;1;5;0
13;0;25/03/2020;376;82;261;12;184;56;132;5;168;26;123;7
14;0;25/03/2020;46;14;7;1;28;12;3;1;18;2;4;0
15;0;25/03/2020;7;4;1;0;4;2;1;0;3;2;0;0
16;0;25/03/2020;18;3;2;4;10;1;1;2;6;1;1;2
17;0;25/03/2020;26;6;7;0;17;6;5;0;9;0;2;0
18;0;25/03/2020;7;5;1;0;4;2;1;0;3;3;0;0
19;0;25/03/2020;15;4;0;3;11;3;0;3;4;1;0;0
21;0;25/03/2020;153;42;127;27;83;29;47;15;70;13;78;12
22;0;25/03/2020;15;2;3;1;4;0;1;1;11;2;2;0
23;0;25/03/2020;4;0;0;0;3;0;0;0;1;0;0;0
24;0;25/03/2020;29;5;15;0;12;4;7;0;17;1;8;0
25;0;25/03/2020;84;27;44;12;48;22;23;8;36;5;21;4
26;0;25/03/2020;90;25;13;14;51;18;5;8;39;7;8;6
27;0;25/03/2020;22;6;0;0;13;3;0;0;9;3;0;0
28;0;25/03/2020;50;18;6;4;31;12;2;2;17;6;4;1
29;0;25/03/2020;33;9;17;5;19;6;7;4;14;3;10;1
2A;0;25/03/2020;74;9;21;14;39;5;11;7;35;4;10;7
2B;0;25/03/2020;7;0;33;1;3;0;16;1;4;0;17;0
30;0;25/03/2020;19;10;15;5;16;10;9;4;3;0;6;1
31;0;25/03/2020;108;36;44;3;75;27;19;2;33;9;25;1
32;0;25/03/2020;11;3;0;0;10;3;0;0;1;0;0;0
33;0;25/03/2020;144;41;55;6;91;29;20;1;51;12;35;5
34;0;25/03/2020;135;36;54;13;70;24;25;5;65;12;29;8
35;0;25/03/2020;41;14;30;2;28;12;17;2;13;2;13;0
36;0;25/03/2020;23;7;0;5;11;4;0;2;12;3;0;3
37;0;25/03/2020;25;8;9;3;16;7;3;3;9;1;6;0
38;0;25/03/2020;79;16;38;3;48;14;19;2;31;2;19;1
39;0;25/03/2020;28;4;4;0;17;3;3;0;11;1;1;0
40;0;25/03/2020;9;2;1;0;4;1;1;0;5;1;0;0
41;0;25/03/2020;11;2;7;0;7;1;5;0;4;1;2;0
42;0;25/03/2020;210;40;29;16;141;32;15;10;69;8;14;6
43;0;25/03/2020;11;4;11;0;7;4;3;0;4;0;8;0
44;0;25/03/2020;89;19;27;7;54;11;16;4;35;8;11;3
45;0;25/03/2020;49;18;13;1;25;14;7;0;23;4;6;1
46;0;25/03/2020;3;1;4;0;3;1;2;0;0;0;2;0
47;0;25/03/2020;17;1;3;1;9;1;2;1;8;0;1;0
48;0;25/03/2020;8;2;2;0;6;2;1;0;2;0;1;0
49;0;25/03/2020;67;16;55;6;42;9;29;4;25;7;26;2
50;0;25/03/2020;21;5;8;3;13;5;4;0;8;0;4;3
51;0;25/03/2020;180;41;65;16;103;33;29;12;76;8;36;4
52;0;25/03/2020;23;7;12;5;12;3;3;3;11;4;9;2
53;0;25/03/2020;21;4;3;1;14;4;1;1;7;0;2;0
54;0;25/03/2020;192;83;31;28;109;52;10;16;83;31;20;12
55;0;25/03/2020;107;9;24;11;50;4;9;7;56;5;15;4
56;0;25/03/2020;69;13;52;20;44;12;24;12;25;1;28;8
57;0;25/03/2020;567;115;114;79;301;89;55;40;256;25;56;39
58;0;25/03/2020;3;2;0;0;2;2;0;0;1;0;0;0
59;0;25/03/2020;239;93;36;20;145;70;22;12;94;23;14;8
60;0;25/03/2020;210;43;78;44;114;29;45;28;96;14;33;16
61;0;25/03/2020;11;4;20;1;8;3;7;1;3;1;13;0
62;0;25/03/2020;103;40;42;8;63;32;24;5;40;8;18;3
63;0;25/03/2020;17;4;12;0;8;3;8;0;9;1;4;0
64;0;25/03/2020;32;7;8;3;17;6;5;2;15;1;3;1
65;0;25/03/2020;7;2;3;0;6;2;1;0;1;0;2;0
66;0;25/03/2020;98;30;23;7;47;20;9;3;51;10;14;4
67;0;25/03/2020;690;184;149;80;410;146;76;47;275;38;73;32
68;0;25/03/2020;802;106;325;239;441;80;169;140;356;25;152;97
69;0;25/03/2020;570;116;129;52;291;80;40;22;265;30;58;23
70;0;25/03/2020;44;18;11;6;25;10;4;6;19;8;7;0
71;0;25/03/2020;109;19;119;25;60;14;38;11;48;5;81;14
72;0;25/03/2020;26;3;13;1;18;3;4;0;8;0;9;1
73;0;25/03/2020;41;7;18;2;21;5;8;2;14;0;10;0
74;0;25/03/2020;116;31;84;15;71;22;49;7;38;6;34;8
75;0;25/03/2020;1289;328;291;112;810;237;159;76;465;91;129;36
76;0;25/03/2020;125;27;15;13;75;19;8;10;50;8;7;3
77;0;25/03/2020;216;78;69;15;132;49;36;12;82;28;33;3
78;0;25/03/2020;330;87;86;37;199;64;48;22;126;23;38;15
79;0;25/03/2020;11;1;13;1;5;1;6;0;6;0;7;1
80;0;25/03/2020;162;39;39;16;105;27;16;7;55;12;22;9
81;0;25/03/2020;16;7;5;1;7;3;3;1;9;4;1;0
82;0;25/03/2020;3;1;2;1;3;1;0;1;0;0;2;0
83;0;25/03/2020;93;30;125;8;57;23;62;3;35;7;63;5
84;0;25/03/2020;33;9;21;3;19;6;10;2;14;3;11;1
85;0;25/03/2020;33;7;8;1;22;6;3;1;11;1;5;0
